hallway,0.5,3.1
hallway,1.7,-5.7
hallway,4.5,-5.5
hallway,7.6,-5.3
hallways,14.3,-5.2
hallway,17.2,-5.1
hallway,19.3,-9.5
classroom,21.5,-15.4
classroom,24.2,-15.3
classroom,24.8,-17
hallway,27.9,-6.8
hallway,28.4,-12.2
